2022-04-11 10:53:42.380 [main] INFO  org.iiitb.App - [POW] - 33.956169186002015 4.75373769899464
2022-04-11 10:53:42.397 [main] INFO  org.iiitb.App - [RESULT] - 2090.485761925618
2022-04-11 10:53:42.397 [main] INFO  org.iiitb.App - [COSH] - 1.299510906395216
2022-04-11 10:53:42.397 [main] INFO  org.iiitb.App - [RESULT] - 1.9700837980386718
2022-04-11 10:53:42.397 [main] INFO  org.iiitb.App - [ADDITION] - 8.921992355091312 60.0033463024752
2022-04-11 10:53:42.397 [main] INFO  org.iiitb.App - [RESULT] - 68.92533865756651
2022-04-11 10:53:42.397 [main] INFO  org.iiitb.App - [SQUARED] - 1.6977621749080762
2022-04-11 10:53:42.398 [main] INFO  org.iiitb.App - [RESULT] - 2.882396402548601
2022-04-11 10:53:42.398 [main] INFO  org.iiitb.App - [SQRT] - 42.56449155573417
2022-04-11 10:53:42.398 [main] INFO  org.iiitb.App - [RESULT] - 6.524146806727618
2022-04-11 10:53:42.398 [main] INFO  org.iiitb.App - [SIN] - 3.1940923387539377
2022-04-11 10:53:42.398 [main] INFO  org.iiitb.App - [RESULT] - -0.052475571733857196
2022-04-11 10:53:42.398 [main] INFO  org.iiitb.App - [ADDITION] - 78.27120708113368 0.9344641675972043
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [RESULT] - 79.20567124873088
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [SIN] - 8.993126622463151
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [RESULT] - 0.4183712433223497
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [LOG B BASE A] - 97.401889555123 41.10590806133606
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [RESULT] - 0.8115914306377806
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [SIN] - 8.00692402328044
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [RESULT] - 0.9883270931913585
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [LOGBASE10] - 82.96180801661346
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [RESULT] - 1.9188782082204512
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [SQRT] - 67.13118258169666
2022-04-11 10:53:42.399 [main] INFO  org.iiitb.App - [RESULT] - 8.193362104880796
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [SUBTRACTION] - 95.08130186298071 6.425339082668501
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [RESULT] - 88.65596278031221
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [COSH] - 4.1867067178821955
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [RESULT] - 32.91045658543877
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [SQRT] - 90.78937058317203
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [RESULT] - 9.528345637264216
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [SUBTRACTION] - 5.518354529670521 7.477916460133448
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [RESULT] - -1.959561930462927
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [COSH] - 4.6665939401075285
2022-04-11 10:53:42.400 [main] INFO  org.iiitb.App - [RESULT] - 53.17217299449193
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [FACTORIAL] - 97.96464240095032
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [RESULT] - 9.619275968248206E151
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [TANH] - 2.5633876519862953
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [RESULT] - 0.9881987078244012
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [COS] - 2.877469396947477
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [RESULT] - -0.9653217571399734
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [COS] - 3.749000882394143
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [RESULT] - -0.8211300046650274
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [SQRT] - 27.72713282310186
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [RESULT] - 5.265655972725702
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [POW] - 43.09782312653729 1.961229125631605
2022-04-11 10:53:42.401 [main] INFO  org.iiitb.App - [RESULT] - 1605.2452981499498
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [COSH] - 4.65204883370522
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - 52.404512255843194
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [ADDITION] - 47.43917635044988 32.00428918751016
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - 79.44346553796004
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [SINH] - 5.449377279902698
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - 116.30448442958632
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [SQUARED] - 2.966434213784944
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - 8.7997319447139
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [COS] - 7.544311145503127
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - 0.30474481499742506
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [SIN] - 4.060317334819434
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - -0.7948283594303187
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [TAN] - 2.066095880659847
2022-04-11 10:53:42.402 [main] INFO  org.iiitb.App - [RESULT] - -1.8511155193489526
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [POW] - 98.80629499026799 5.759108779198411
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 3.077383254645843E11
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [SQUARED] - 0.4318058629737964
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 0.18645630329854504
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [POW] - 35.47170364558001 2.3353800763297805
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 4164.507553675651
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [SQUARED] - 3.963830708672046
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 15.711953887011536
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [SQUARED] - 5.877117348061129
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 34.54050832288108
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [TANH] - 3.9808588830971283
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 0.9993031351571973
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [FACTORIAL] - 90.50217340553272
2022-04-11 10:53:42.403 [main] INFO  org.iiitb.App - [RESULT] - 1.4857159644817607E138
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [SIN] - 5.124286228351739
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - -0.9163629119225752
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [SQRT] - 0.5501993263972493
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - 0.7417542223656359
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [SIN] - 1.0235292578490829
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - 0.853949804727496
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [LOGBASE10] - 20.2163995608124
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - 1.3057038124764204
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [ADDITION] - 48.955557761342085 49.34502716401301
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - 98.3005849253551
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [LOGBASE10] - 25.15193937118226
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - 1.4005714774925548
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [POW] - 85.83004502504532 8.353479668090376
2022-04-11 10:53:42.404 [main] INFO  org.iiitb.App - [RESULT] - 1.4210747243355488E16
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 6.914301796571377 9.715103882695379
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [RESULT] - 67.17316022999822
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 1.777289042194008 2.3897606432741236
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [RESULT] - 4.247295404757604
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [TANH] - 7.411695551937843
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [RESULT] - 0.9999992700167792
2022-04-11 10:53:42.405 [main] INFO  org.iiitb.App - [SIN] - 4.271527407224893
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [RESULT] - -0.9043843494522479
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 5.837557235083172 5.000249034188695
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [RESULT] - 29.189239926745856
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [COSH] - 7.327176609204424
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [RESULT] - 760.5408773312986
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [COSH] - 8.092299806405993
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [RESULT] - 1634.5988792040962
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [SIN] - 0.988133690542865
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [RESULT] - 0.8350004981339342
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [DIVISION] - 44.106480226532355 91.58148103112993
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [RESULT] - 0.4816091608252098
2022-04-11 10:53:42.406 [main] INFO  org.iiitb.App - [DIVISION] - 99.71745698820955 3.595375625062984
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [RESULT] - 27.734920460908086
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [DIVISION] - 2.277321053851833 4.180141778203227
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [RESULT] - 0.5447951707587072
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [DIVISION] - 51.79868900605613 65.69948606551722
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [RESULT] - 0.7884184809969615
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [TANH] - 2.544670394432942
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [RESULT] - 0.9877513160569468
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [DIVISION] - 87.91564168658444 61.030901622072015
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [RESULT] - 1.4405102882306013
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [SINH] - 4.113447778644158
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [RESULT] - 30.57042985911312
2022-04-11 10:53:42.407 [main] INFO  org.iiitb.App - [LOG B BASE A] - 38.13678636277783 9.88005994913063
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [RESULT] - 0.6290595345808334
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [ADDITION] - 10.469316335464264 37.881443031557474
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [RESULT] - 48.35075936702174
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [FACTORIAL] - 44.46983680993186
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [RESULT] - 2.6582715747884485E54
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [COSH] - 5.604178396523023
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [RESULT] - 135.7812013049363
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [DIVISION] - 20.862139002390588 32.51726681146839
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [RESULT] - 0.6415711112298282
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [LOGBASE10] - 73.89256608377531
2022-04-11 10:53:42.408 [main] INFO  org.iiitb.App - [RESULT] - 1.868600748662878
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 3.0143655356113275 0.6416618464159352
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [RESULT] - 1.9342033553529236
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [SIN] - 6.312703811624752
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [RESULT] - 0.029514217845959714
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [COSH] - 6.181614490630781
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [RESULT] - 241.8872196232051
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [COSH] - 3.8487733637053276
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [RESULT] - 23.47838051443159
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [LOG B BASE A] - 96.45059623967303 32.66554496238352
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [RESULT] - 0.7630328863308276
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [LOG B BASE A] - 25.936095863997988 56.88100988173519
2022-04-11 10:53:42.409 [main] INFO  org.iiitb.App - [RESULT] - 1.2412204437203793
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [FACTORIAL] - 42.79202336769446
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [RESULT] - 1.4050061177528798E51
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [SIN] - 7.156816839192164
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [RESULT] - 0.7666656001383523
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [SQUARED] - 3.5661112963605843
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [RESULT] - 12.717149778030567
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [POW] - 36.401769436627596 3.5876971969476457
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [RESULT] - 398873.1453865139
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 9.778282857947469 6.538605127278389
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [RESULT] - 63.936330430953696
2022-04-11 10:53:42.410 [main] INFO  org.iiitb.App - [SQUARED] - 8.15502815307878
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - 66.50448417750749
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [SQUARED] - 7.155452106220094
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - 51.20049484440958
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [TAN] - 9.072915896742991
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - -0.36714010878956027
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [LOGBASE10] - 20.56610527461375
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - 1.3131520545583915
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [DIVISION] - 57.770045389116085 37.343910102877906
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - 1.546973662639147
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [SIN] - 7.107872636017978
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - 0.7343355811494857
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [ADDITION] - 88.9467689664835 70.21745504103966
2022-04-11 10:53:42.411 [main] INFO  org.iiitb.App - [RESULT] - 159.16422400752316
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [COS] - 9.630840405660157
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - -0.9788441530945687
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [TANH] - 9.552660844924691
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 0.999999989914575
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [SQRT] - 2.1747903501375787
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 1.4747170407022423
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [COS] - 7.586096367142561
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 0.2646927235028448
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [COS] - 1.179898504082847
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 0.38101866613992175
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [TAN] - 0.6968570994844658
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 0.8369299175028057
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [COSH] - 1.2108044319626532
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 1.8270704422917268
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 8.984217422600118 3.2088731170242024
2022-04-11 10:53:42.412 [main] INFO  org.iiitb.App - [RESULT] - 28.829213764881985
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [SQUARED] - 1.9718354958391615
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 3.8881352226512718
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [SINH] - 0.9300413026474108
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 1.0700382235616395
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 2.3429726329058798 3.010472467584137
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 7.053454603666266
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [COSH] - 0.516985736522485
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 1.1366402509438316
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [SIN] - 9.492481368839577
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - -0.0676516973237674
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [SINH] - 0.865478782846899
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 0.9776467308963449
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [FACTORIAL] - 50.09445625044482
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 3.0414093201713376E64
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [LOG B BASE A] - 41.153567832639276 46.79461975679759
2022-04-11 10:53:42.413 [main] INFO  org.iiitb.App - [RESULT] - 1.0345565975768463
2022-04-11 10:53:42.414 [main] INFO  org.iiitb.App - [TANH] - 0.4638241505062346
2022-04-11 10:53:42.414 [main] INFO  org.iiitb.App - [RESULT] - 0.433195866571932
